"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","PPP","TOT","NATUSD","A","2021",0.718849,
"DEU","PPP","TOT","NATUSD","A","1960",1.242774,
"DEU","PPP","TOT","NATUSD","A","1961",1.288992,
"DEU","PPP","TOT","NATUSD","A","1962",1.309573,
"DEU","PPP","TOT","NATUSD","A","1963",1.330448,
"DEU","PPP","TOT","NATUSD","A","1964",1.346592,
"DEU","PPP","TOT","NATUSD","A","1965",1.358786,
"DEU","PPP","TOT","NATUSD","A","1966",1.358207,
"DEU","PPP","TOT","NATUSD","A","1967",1.340967,
"DEU","PPP","TOT","NATUSD","A","1968",1.308165,
"DEU","PPP","TOT","NATUSD","A","1969",1.295629,
"DEU","PPP","TOT","NATUSD","A","1970",1.284811,
"DEU","PPP","TOT","NATUSD","A","1971",1.316019,
"DEU","PPP","TOT","NATUSD","A","1972",1.318657,
"DEU","PPP","TOT","NATUSD","A","1973",1.328904,
"DEU","PPP","TOT","NATUSD","A","1974",1.307892,
"DEU","PPP","TOT","NATUSD","A","1975",1.264847,
"DEU","PPP","TOT","NATUSD","A","1976",1.238506,
"DEU","PPP","TOT","NATUSD","A","1977",1.202211,
"DEU","PPP","TOT","NATUSD","A","1978",1.163034,
"DEU","PPP","TOT","NATUSD","A","1979",1.119878,
"DEU","PPP","TOT","NATUSD","A","1980",1.083089,
"DEU","PPP","TOT","NATUSD","A","1981",1.030777,
"DEU","PPP","TOT","NATUSD","A","1982",1.015271,
"DEU","PPP","TOT","NATUSD","A","1983",1.004438,
"DEU","PPP","TOT","NATUSD","A","1984",0.988746,
"DEU","PPP","TOT","NATUSD","A","1985",0.9788,
"DEU","PPP","TOT","NATUSD","A","1986",0.988257,
"DEU","PPP","TOT","NATUSD","A","1987",0.976751,
"DEU","PPP","TOT","NATUSD","A","1988",0.959419,
"DEU","PPP","TOT","NATUSD","A","1989",0.949806,
"DEU","PPP","TOT","NATUSD","A","1990",0.946632,
"DEU","PPP","TOT","NATUSD","A","1991",0.943915,
"DEU","PPP","TOT","NATUSD","A","1992",0.971854,
"DEU","PPP","TOT","NATUSD","A","1993",0.98622,
"DEU","PPP","TOT","NATUSD","A","1994",0.985411,
"DEU","PPP","TOT","NATUSD","A","1995",0.984296,
"DEU","PPP","TOT","NATUSD","A","1996",0.974117,
"DEU","PPP","TOT","NATUSD","A","1997",0.972863,
"DEU","PPP","TOT","NATUSD","A","1998",0.968664,
"DEU","PPP","TOT","NATUSD","A","1999",0.954119,
"DEU","PPP","TOT","NATUSD","A","2000",0.943082,
"DEU","PPP","TOT","NATUSD","A","2001",0.929821,
"DEU","PPP","TOT","NATUSD","A","2002",0.913257,
"DEU","PPP","TOT","NATUSD","A","2003",0.895898,
"DEU","PPP","TOT","NATUSD","A","2004",0.875058,
"DEU","PPP","TOT","NATUSD","A","2005",0.872721,
"DEU","PPP","TOT","NATUSD","A","2006",0.847698,
"DEU","PPP","TOT","NATUSD","A","2007",0.83721,
"DEU","PPP","TOT","NATUSD","A","2008",0.820401,
"DEU","PPP","TOT","NATUSD","A","2009",0.811063,
"DEU","PPP","TOT","NATUSD","A","2010",0.805052,
"DEU","PPP","TOT","NATUSD","A","2011",0.788739,
"DEU","PPP","TOT","NATUSD","A","2012",0.787246,
"DEU","PPP","TOT","NATUSD","A","2013",0.774784,
"DEU","PPP","TOT","NATUSD","A","2014",0.768937,
"DEU","PPP","TOT","NATUSD","A","2015",0.778122,
"DEU","PPP","TOT","NATUSD","A","2016",0.752608,
"DEU","PPP","TOT","NATUSD","A","2017",0.744783,
"DEU","PPP","TOT","NATUSD","A","2018",0.735448,
"DEU","PPP","TOT","NATUSD","A","2019",0.728253,
"DEU","PPP","TOT","NATUSD","A","2020",0.725072,
"DEU","PPP","TOT","NATUSD","A","2021",0.736463,
"GRC","PPP","TOT","NATUSD","A","1960",0.055736,
"GRC","PPP","TOT","NATUSD","A","1961",0.043422,
"GRC","PPP","TOT","NATUSD","A","1962",0.04444,
"GRC","PPP","TOT","NATUSD","A","1963",0.044285,
"GRC","PPP","TOT","NATUSD","A","1964",0.044987,
"GRC","PPP","TOT","NATUSD","A","1965",0.045549,
"GRC","PPP","TOT","NATUSD","A","1966",0.046179,
"GRC","PPP","TOT","NATUSD","A","1967",0.045865,
"GRC","PPP","TOT","NATUSD","A","1968",0.044384,
"GRC","PPP","TOT","NATUSD","A","1969",0.043543,
"GRC","PPP","TOT","NATUSD","A","1970",0.041997,
"GRC","PPP","TOT","NATUSD","A","1971",0.04116,
"GRC","PPP","TOT","NATUSD","A","1972",0.041445,
"GRC","PPP","TOT","NATUSD","A","1973",0.047508,
"GRC","PPP","TOT","NATUSD","A","1974",0.053515,
"GRC","PPP","TOT","NATUSD","A","1975",0.055405,
"GRC","PPP","TOT","NATUSD","A","1976",0.061145,
"GRC","PPP","TOT","NATUSD","A","1977",0.065486,
"GRC","PPP","TOT","NATUSD","A","1978",0.069619,
"GRC","PPP","TOT","NATUSD","A","1979",0.077239,
"GRC","PPP","TOT","NATUSD","A","1980",0.084469,
"GRC","PPP","TOT","NATUSD","A","1981",0.093845,
"GRC","PPP","TOT","NATUSD","A","1982",0.112437,
"GRC","PPP","TOT","NATUSD","A","1983",0.130501,
"GRC","PPP","TOT","NATUSD","A","1984",0.153564,
"GRC","PPP","TOT","NATUSD","A","1985",0.177178,
"GRC","PPP","TOT","NATUSD","A","1986",0.206475,
"GRC","PPP","TOT","NATUSD","A","1987",0.232225,
"GRC","PPP","TOT","NATUSD","A","1988",0.261728,
"GRC","PPP","TOT","NATUSD","A","1989",0.288371,
"GRC","PPP","TOT","NATUSD","A","1990",0.335478,
"GRC","PPP","TOT","NATUSD","A","1991",0.388716,
"GRC","PPP","TOT","NATUSD","A","1992",0.436299,
"GRC","PPP","TOT","NATUSD","A","1993",0.487691,
"GRC","PPP","TOT","NATUSD","A","1994",0.530888,
"GRC","PPP","TOT","NATUSD","A","1995",0.5709,
"GRC","PPP","TOT","NATUSD","A","1996",0.601376,
"GRC","PPP","TOT","NATUSD","A","1997",0.62716,
"GRC","PPP","TOT","NATUSD","A","1998",0.647886,
"GRC","PPP","TOT","NATUSD","A","1999",0.67328,
"GRC","PPP","TOT","NATUSD","A","2000",0.669681,
"GRC","PPP","TOT","NATUSD","A","2001",0.668545,
"GRC","PPP","TOT","NATUSD","A","2002",0.662967,
"GRC","PPP","TOT","NATUSD","A","2003",0.685052,
"GRC","PPP","TOT","NATUSD","A","2004",0.69451,
"GRC","PPP","TOT","NATUSD","A","2005",0.708976,
"GRC","PPP","TOT","NATUSD","A","2006",0.692556,
"GRC","PPP","TOT","NATUSD","A","2007",0.718237,
"GRC","PPP","TOT","NATUSD","A","2008",0.707951,
"GRC","PPP","TOT","NATUSD","A","2009",0.704394,
"GRC","PPP","TOT","NATUSD","A","2010",0.721987,
"GRC","PPP","TOT","NATUSD","A","2011",0.713163,
"GRC","PPP","TOT","NATUSD","A","2012",0.684663,
"GRC","PPP","TOT","NATUSD","A","2013",0.631286,
"GRC","PPP","TOT","NATUSD","A","2014",0.611135,
"GRC","PPP","TOT","NATUSD","A","2015",0.60907,
"GRC","PPP","TOT","NATUSD","A","2016",0.58858,
"GRC","PPP","TOT","NATUSD","A","2017",0.575041,
"GRC","PPP","TOT","NATUSD","A","2018",0.564857,
"GRC","PPP","TOT","NATUSD","A","2019",0.548892,
"GRC","PPP","TOT","NATUSD","A","2020",0.544121,
"GRC","PPP","TOT","NATUSD","A","2021",0.545683,
"HUN","PPP","TOT","NATUSD","A","1991",30.07315,
"HUN","PPP","TOT","NATUSD","A","1992",35.727439,
"HUN","PPP","TOT","NATUSD","A","1993",42.326408,
"HUN","PPP","TOT","NATUSD","A","1994",49.518836,
"HUN","PPP","TOT","NATUSD","A","1995",61.467686,
"HUN","PPP","TOT","NATUSD","A","1996",73.855425,
"HUN","PPP","TOT","NATUSD","A","1997",87.380568,
"HUN","PPP","TOT","NATUSD","A","1998",97.817928,
"HUN","PPP","TOT","NATUSD","A","1999",104.545883,
"HUN","PPP","TOT","NATUSD","A","2000",110.07152,
"HUN","PPP","TOT","NATUSD","A","2001",114.422214,
"HUN","PPP","TOT","NATUSD","A","2002",118.141282,
"HUN","PPP","TOT","NATUSD","A","2003",122.006926,
"HUN","PPP","TOT","NATUSD","A","2004",128.381328,
"HUN","PPP","TOT","NATUSD","A","2005",130.929945,
"HUN","PPP","TOT","NATUSD","A","2006",131.509675,
"HUN","PPP","TOT","NATUSD","A","2007",134.051959,
"HUN","PPP","TOT","NATUSD","A","2008",131.005355,
"HUN","PPP","TOT","NATUSD","A","2009",127.683422,
"HUN","PPP","TOT","NATUSD","A","2010",126.412443,
"HUN","PPP","TOT","NATUSD","A","2011",124.271836,
"HUN","PPP","TOT","NATUSD","A","2012",125.623608,
"HUN","PPP","TOT","NATUSD","A","2013",124.979432,
"HUN","PPP","TOT","NATUSD","A","2014",129.414974,
"HUN","PPP","TOT","NATUSD","A","2015",132.55351,
"HUN","PPP","TOT","NATUSD","A","2016",132.033797,
"HUN","PPP","TOT","NATUSD","A","2017",136.036522,
"HUN","PPP","TOT","NATUSD","A","2018",139.092451,
"HUN","PPP","TOT","NATUSD","A","2019",140.829099,
"HUN","PPP","TOT","NATUSD","A","2020",145.365054,
"HUN","PPP","TOT","NATUSD","A","2021",154.78731,
"ISL","PPP","TOT","NATUSD","A","1960",0.26892,
"ISL","PPP","TOT","NATUSD","A","1961",0.302795,
"ISL","PPP","TOT","NATUSD","A","1962",0.327999,
"ISL","PPP","TOT","NATUSD","A","1963",0.350185,
"ISL","PPP","TOT","NATUSD","A","1964",0.399766,
"ISL","PPP","TOT","NATUSD","A","1965",0.437986,
"ISL","PPP","TOT","NATUSD","A","1966",0.467479,
"ISL","PPP","TOT","NATUSD","A","1967",0.467026,
"ISL","PPP","TOT","NATUSD","A","1968",0.506353,
"ISL","PPP","TOT","NATUSD","A","1969",0.582016,
"ISL","PPP","TOT","NATUSD","A","1970",0.588765,
"ISL","PPP","TOT","NATUSD","A","1971",0.630701,
"ISL","PPP","TOT","NATUSD","A","1972",0.715414,
"ISL","PPP","TOT","NATUSD","A","1973",0.891598,
"ISL","PPP","TOT","NATUSD","A","1974",1.126305,
"ISL","PPP","TOT","NATUSD","A","1975",1.462401,
"ISL","PPP","TOT","NATUSD","A","1976",1.839892,
"ISL","PPP","TOT","NATUSD","A","1977",2.298813,
"ISL","PPP","TOT","NATUSD","A","1978",3.141046,
"ISL","PPP","TOT","NATUSD","A","1979",4.086606,
"ISL","PPP","TOT","NATUSD","A","1980",5.714857,
"ISL","PPP","TOT","NATUSD","A","1981",7.788751,
"ISL","PPP","TOT","NATUSD","A","1982",11.270793,
"ISL","PPP","TOT","NATUSD","A","1983",19.230473,
"ISL","PPP","TOT","NATUSD","A","1984",23.550147,
"ISL","PPP","TOT","NATUSD","A","1985",30.152549,
"ISL","PPP","TOT","NATUSD","A","1986",36.824317,
"ISL","PPP","TOT","NATUSD","A","1987",43.103604,
"ISL","PPP","TOT","NATUSD","A","1988",51.267334,
"ISL","PPP","TOT","NATUSD","A","1989",60.615041,
"ISL","PPP","TOT","NATUSD","A","1990",67.292311,
"ISL","PPP","TOT","NATUSD","A","1991",70.536176,
"ISL","PPP","TOT","NATUSD","A","1992",71.343322,
"ISL","PPP","TOT","NATUSD","A","1993",70.968041,
"ISL","PPP","TOT","NATUSD","A","1994",71.293193,
"ISL","PPP","TOT","NATUSD","A","1995",71.922123,
"ISL","PPP","TOT","NATUSD","A","1996",74.118819,
"ISL","PPP","TOT","NATUSD","A","1997",73.66298,
"ISL","PPP","TOT","NATUSD","A","1998",76.659264,
"ISL","PPP","TOT","NATUSD","A","1999",79.246596,
"ISL","PPP","TOT","NATUSD","A","2000",84.721949,
"ISL","PPP","TOT","NATUSD","A","2001",88.30708,
"ISL","PPP","TOT","NATUSD","A","2002",91.105413,
"ISL","PPP","TOT","NATUSD","A","2003",92.604202,
"ISL","PPP","TOT","NATUSD","A","2004",93.286248,
"ISL","PPP","TOT","NATUSD","A","2005",95.840665,
"ISL","PPP","TOT","NATUSD","A","2006",101.647556,
"ISL","PPP","TOT","NATUSD","A","2007",107.34895,
"ISL","PPP","TOT","NATUSD","A","2008",114.527003,
"ISL","PPP","TOT","NATUSD","A","2009",121.969369,
"ISL","PPP","TOT","NATUSD","A","2010",132.88283,
"ISL","PPP","TOT","NATUSD","A","2011",135.152004,
"ISL","PPP","TOT","NATUSD","A","2012",136.96767,
"ISL","PPP","TOT","NATUSD","A","2013",137.022617,
"ISL","PPP","TOT","NATUSD","A","2014",138.547869,
"ISL","PPP","TOT","NATUSD","A","2015",141.974926,
"ISL","PPP","TOT","NATUSD","A","2016",140.02995,
"ISL","PPP","TOT","NATUSD","A","2017",138.277175,
"ISL","PPP","TOT","NATUSD","A","2018",140.970278,
"ISL","PPP","TOT","NATUSD","A","2019",140.697919,
"ISL","PPP","TOT","NATUSD","A","2020",146.682504,
"ISL","PPP","TOT","NATUSD","A","2021",149.717751,
"IRL","PPP","TOT","NATUSD","A","1960",0.262773,
"IRL","PPP","TOT","NATUSD","A","1961",0.26684,
"IRL","PPP","TOT","NATUSD","A","1962",0.273612,
"IRL","PPP","TOT","NATUSD","A","1963",0.276844,
"IRL","PPP","TOT","NATUSD","A","1964",0.298238,
"IRL","PPP","TOT","NATUSD","A","1965",0.303042,
"IRL","PPP","TOT","NATUSD","A","1966",0.305829,
"IRL","PPP","TOT","NATUSD","A","1967",0.306931,
"IRL","PPP","TOT","NATUSD","A","1968",0.305099,
"IRL","PPP","TOT","NATUSD","A","1969",0.316527,
"IRL","PPP","TOT","NATUSD","A","1970",0.320671,
"IRL","PPP","TOT","NATUSD","A","1971",0.337366,
"IRL","PPP","TOT","NATUSD","A","1972",0.366673,
"IRL","PPP","TOT","NATUSD","A","1973",0.400714,
"IRL","PPP","TOT","NATUSD","A","1974",0.390012,
"IRL","PPP","TOT","NATUSD","A","1975",0.428815,
"IRL","PPP","TOT","NATUSD","A","1976",0.491894,
"IRL","PPP","TOT","NATUSD","A","1977",0.524568,
"IRL","PPP","TOT","NATUSD","A","1978",0.541685,
"IRL","PPP","TOT","NATUSD","A","1979",0.568593,
"IRL","PPP","TOT","NATUSD","A","1980",0.59817,
"IRL","PPP","TOT","NATUSD","A","1981",0.64178,
"IRL","PPP","TOT","NATUSD","A","1982",0.696203,
"IRL","PPP","TOT","NATUSD","A","1983",0.741707,
"IRL","PPP","TOT","NATUSD","A","1984",0.761548,
"IRL","PPP","TOT","NATUSD","A","1985",0.776488,
"IRL","PPP","TOT","NATUSD","A","1986",0.811013,
"IRL","PPP","TOT","NATUSD","A","1987",0.808833,
"IRL","PPP","TOT","NATUSD","A","1988",0.806637,
"IRL","PPP","TOT","NATUSD","A","1989",0.819068,
"IRL","PPP","TOT","NATUSD","A","1990",0.783756,
"IRL","PPP","TOT","NATUSD","A","1991",0.771775,
"IRL","PPP","TOT","NATUSD","A","1992",0.7758,
"IRL","PPP","TOT","NATUSD","A","1993",0.79706,
"IRL","PPP","TOT","NATUSD","A","1994",0.793619,
"IRL","PPP","TOT","NATUSD","A","1995",0.800904,
"IRL","PPP","TOT","NATUSD","A","1996",0.807329,
"IRL","PPP","TOT","NATUSD","A","1997",0.834433,
"IRL","PPP","TOT","NATUSD","A","1998",0.863314,
"IRL","PPP","TOT","NATUSD","A","1999",0.913882,
"IRL","PPP","TOT","NATUSD","A","2000",0.943819,
"IRL","PPP","TOT","NATUSD","A","2001",0.969478,
"IRL","PPP","TOT","NATUSD","A","2002",0.981997,
"IRL","PPP","TOT","NATUSD","A","2003",1.003892,
"IRL","PPP","TOT","NATUSD","A","2004",0.991147,
"IRL","PPP","TOT","NATUSD","A","2005",1.011707,
"IRL","PPP","TOT","NATUSD","A","2006",0.978374,
"IRL","PPP","TOT","NATUSD","A","2007",0.957686,
"IRL","PPP","TOT","NATUSD","A","2008",0.944447,
"IRL","PPP","TOT","NATUSD","A","2009",0.901236,
"IRL","PPP","TOT","NATUSD","A","2010",0.849515,
"IRL","PPP","TOT","NATUSD","A","2011",0.831513,
"IRL","PPP","TOT","NATUSD","A","2012",0.823072,
"IRL","PPP","TOT","NATUSD","A","2013",0.811228,
"IRL","PPP","TOT","NATUSD","A","2014",0.819041,
"IRL","PPP","TOT","NATUSD","A","2015",0.809686,
"IRL","PPP","TOT","NATUSD","A","2016",0.794289,
"IRL","PPP","TOT","NATUSD","A","2017",0.794405,
"IRL","PPP","TOT","NATUSD","A","2018",0.792214,
"IRL","PPP","TOT","NATUSD","A","2019",0.80577,
"IRL","PPP","TOT","NATUSD","A","2020",0.796158,
"IRL","PPP","TOT","NATUSD","A","2021",0.794933,
"ITA","PPP","TOT","NATUSD","A","1960",0.161713,
"ITA","PPP","TOT","NATUSD","A","1961",0.164611,
"ITA","PPP","TOT","NATUSD","A","1962",0.170241,
"ITA","PPP","TOT","NATUSD","A","1963",0.181974,
"ITA","PPP","TOT","NATUSD","A","1964",0.190371,
"ITA","PPP","TOT","NATUSD","A","1965",0.192968,
"ITA","PPP","TOT","NATUSD","A","1966",0.190625,
"ITA","PPP","TOT","NATUSD","A","1967",0.190447,
"ITA","PPP","TOT","NATUSD","A","1968",0.184766,
"ITA","PPP","TOT","NATUSD","A","1969",0.182795,
"ITA","PPP","TOT","NATUSD","A","1970",0.187232,
"ITA","PPP","TOT","NATUSD","A","1971",0.190992,
"ITA","PPP","TOT","NATUSD","A","1972",0.19339,
"ITA","PPP","TOT","NATUSD","A","1973",0.206699,
"ITA","PPP","TOT","NATUSD","A","1974",0.228028,
"ITA","PPP","TOT","NATUSD","A","1975",0.244141,
"ITA","PPP","TOT","NATUSD","A","1976",0.271796,
"ITA","PPP","TOT","NATUSD","A","1977",0.303178,
"ITA","PPP","TOT","NATUSD","A","1978",0.322754,
"ITA","PPP","TOT","NATUSD","A","1979",0.344077,
"ITA","PPP","TOT","NATUSD","A","1980",0.381259,
"ITA","PPP","TOT","NATUSD","A","1981",0.413739,
"ITA","PPP","TOT","NATUSD","A","1982",0.458015,
"ITA","PPP","TOT","NATUSD","A","1983",0.507291,
"ITA","PPP","TOT","NATUSD","A","1984",0.54232,
"ITA","PPP","TOT","NATUSD","A","1985",0.573925,
"ITA","PPP","TOT","NATUSD","A","1986",0.604725,
"ITA","PPP","TOT","NATUSD","A","1987",0.625595,
"ITA","PPP","TOT","NATUSD","A","1988",0.644466,
"ITA","PPP","TOT","NATUSD","A","1989",0.658587,
"ITA","PPP","TOT","NATUSD","A","1990",0.691412,
"ITA","PPP","TOT","NATUSD","A","1991",0.719499,
"ITA","PPP","TOT","NATUSD","A","1992",0.734196,
"ITA","PPP","TOT","NATUSD","A","1993",0.745066,
"ITA","PPP","TOT","NATUSD","A","1994",0.75533,
"ITA","PPP","TOT","NATUSD","A","1995",0.776255,
"ITA","PPP","TOT","NATUSD","A","1996",0.797664,
"ITA","PPP","TOT","NATUSD","A","1997",0.80419,
"ITA","PPP","TOT","NATUSD","A","1998",0.799796,
"ITA","PPP","TOT","NATUSD","A","1999",0.806447,
"ITA","PPP","TOT","NATUSD","A","2000",0.805251,
"ITA","PPP","TOT","NATUSD","A","2001",0.816388,
"ITA","PPP","TOT","NATUSD","A","2002",0.823489,
"ITA","PPP","TOT","NATUSD","A","2003",0.833428,
"ITA","PPP","TOT","NATUSD","A","2004",0.851859,
"ITA","PPP","TOT","NATUSD","A","2005",0.855139,
"ITA","PPP","TOT","NATUSD","A","2006",0.822961,
"ITA","PPP","TOT","NATUSD","A","2007",0.809291,
"ITA","PPP","TOT","NATUSD","A","2008",0.783694,
"ITA","PPP","TOT","NATUSD","A","2009",0.771281,
"ITA","PPP","TOT","NATUSD","A","2010",0.77314,
"ITA","PPP","TOT","NATUSD","A","2011",0.758687,
"ITA","PPP","TOT","NATUSD","A","2012",0.747731,
"ITA","PPP","TOT","NATUSD","A","2013",0.737299,
"ITA","PPP","TOT","NATUSD","A","2014",0.739644,
"ITA","PPP","TOT","NATUSD","A","2015",0.738694,
"ITA","PPP","TOT","NATUSD","A","2016",0.700544,
"ITA","PPP","TOT","NATUSD","A","2017",0.689895,
"ITA","PPP","TOT","NATUSD","A","2018",0.681219,
"ITA","PPP","TOT","NATUSD","A","2019",0.656774,
"ITA","PPP","TOT","NATUSD","A","2020",0.647771,
"ITA","PPP","TOT","NATUSD","A","2021",0.647704,
"JPN","PPP","TOT","NATUSD","A","1960",170.580543,
"JPN","PPP","TOT","NATUSD","A","1961",182.091664,
"JPN","PPP","TOT","NATUSD","A","1962",185.490474,
"JPN","PPP","TOT","NATUSD","A","1963",192.886602,
"JPN","PPP","TOT","NATUSD","A","1964",199.585633,
"JPN","PPP","TOT","NATUSD","A","1965",204.136198,
"JPN","PPP","TOT","NATUSD","A","1966",207.059861,
"JPN","PPP","TOT","NATUSD","A","1967",212.340172,
"JPN","PPP","TOT","NATUSD","A","1968",212.45396,
"JPN","PPP","TOT","NATUSD","A","1969",210.960952,
"JPN","PPP","TOT","NATUSD","A","1970",224.640439,
"JPN","PPP","TOT","NATUSD","A","1971",224.687866,
"JPN","PPP","TOT","NATUSD","A","1972",227.448301,
"JPN","PPP","TOT","NATUSD","A","1973",243.02881,
"JPN","PPP","TOT","NATUSD","A","1974",269.363989,
"JPN","PPP","TOT","NATUSD","A","1975",264.223444,
"JPN","PPP","TOT","NATUSD","A","1976",270.49573,
"JPN","PPP","TOT","NATUSD","A","1977",271.860104,
"JPN","PPP","TOT","NATUSD","A","1978",265.687859,
"JPN","PPP","TOT","NATUSD","A","1979",252.084284,
"JPN","PPP","TOT","NATUSD","A","1980",243.772439,
"JPN","PPP","TOT","NATUSD","A","1981",229.064242,
"JPN","PPP","TOT","NATUSD","A","1982",219.531439,
"JPN","PPP","TOT","NATUSD","A","1983",213.202105,
"JPN","PPP","TOT","NATUSD","A","1984",208.720051,
"JPN","PPP","TOT","NATUSD","A","1985",204.872244,
"JPN","PPP","TOT","NATUSD","A","1986",204.065168,
"JPN","PPP","TOT","NATUSD","A","1987",198.814631,
"JPN","PPP","TOT","NATUSD","A","1988",193.211594,
"JPN","PPP","TOT","NATUSD","A","1989",189.769593,
"JPN","PPP","TOT","NATUSD","A","1990",187.613076,
"JPN","PPP","TOT","NATUSD","A","1991",186.74709,
"JPN","PPP","TOT","NATUSD","A","1992",185.648576,
"JPN","PPP","TOT","NATUSD","A","1993",182.308239,
"JPN","PPP","TOT","NATUSD","A","1994",178.830028,
"JPN","PPP","TOT","NATUSD","A","1995",174.240281,
"JPN","PPP","TOT","NATUSD","A","1996",170.344605,
"JPN","PPP","TOT","NATUSD","A","1997",168.301729,
"JPN","PPP","TOT","NATUSD","A","1998",166.384091,
"JPN","PPP","TOT","NATUSD","A","1999",162.03574,
"JPN","PPP","TOT","NATUSD","A","2000",154.691385,
"JPN","PPP","TOT","NATUSD","A","2001",149.641888,
"JPN","PPP","TOT","NATUSD","A","2002",143.774205,
"JPN","PPP","TOT","NATUSD","A","2003",139.579081,
"JPN","PPP","TOT","NATUSD","A","2004",134.401332,
"JPN","PPP","TOT","NATUSD","A","2005",129.551955,
"JPN","PPP","TOT","NATUSD","A","2006",124.448861,
"JPN","PPP","TOT","NATUSD","A","2007",120.319482,
"JPN","PPP","TOT","NATUSD","A","2008",116.845814,
"JPN","PPP","TOT","NATUSD","A","2009",115.219075,
"JPN","PPP","TOT","NATUSD","A","2010",111.709563,
"JPN","PPP","TOT","NATUSD","A","2011",107.454281,
"JPN","PPP","TOT","NATUSD","A","2012",104.273972,
"JPN","PPP","TOT","NATUSD","A","2013",101.302673,
"JPN","PPP","TOT","NATUSD","A","2014",103.052076,
"JPN","PPP","TOT","NATUSD","A","2015",103.469437,
"JPN","PPP","TOT","NATUSD","A","2016",105.519502,
"JPN","PPP","TOT","NATUSD","A","2017",105.101901,
"JPN","PPP","TOT","NATUSD","A","2018",104.158636,
"JPN","PPP","TOT","NATUSD","A","2019",104.240111,
"JPN","PPP","TOT","NATUSD","A","2020",102.663643,
"JPN","PPP","TOT","NATUSD","A","2021",102.318885,
"KOR","PPP","TOT","NATUSD","A","1970",144.445421,
"KOR","PPP","TOT","NATUSD","A","1971",152.884292,
"KOR","PPP","TOT","NATUSD","A","1972",169.675419,
"KOR","PPP","TOT","NATUSD","A","1973",181.32379,
"KOR","PPP","TOT","NATUSD","A","1974",217.250723,
"KOR","PPP","TOT","NATUSD","A","1975",245.921836,
"KOR","PPP","TOT","NATUSD","A","1976",282.59575,
"KOR","PPP","TOT","NATUSD","A","1977",304.520859,
"KOR","PPP","TOT","NATUSD","A","1978",346.63358,
"KOR","PPP","TOT","NATUSD","A","1979",379.403692,
"KOR","PPP","TOT","NATUSD","A","1980",433.749556,
"KOR","PPP","TOT","NATUSD","A","1981",461.977353,
"KOR","PPP","TOT","NATUSD","A","1982",463.195742,
"KOR","PPP","TOT","NATUSD","A","1983",467.222989,
"KOR","PPP","TOT","NATUSD","A","1984",470.891921,
"KOR","PPP","TOT","NATUSD","A","1985",474.648513,
"KOR","PPP","TOT","NATUSD","A","1986",488.38947,
"KOR","PPP","TOT","NATUSD","A","1987",499.62921,
"KOR","PPP","TOT","NATUSD","A","1988",516.983165,
"KOR","PPP","TOT","NATUSD","A","1989",527.653021,
"KOR","PPP","TOT","NATUSD","A","1990",559.920181,
"KOR","PPP","TOT","NATUSD","A","1991",591.112647,
"KOR","PPP","TOT","NATUSD","A","1992",622.893976,
"KOR","PPP","TOT","NATUSD","A","1993",646.528116,
"KOR","PPP","TOT","NATUSD","A","1994",684.657732,
"KOR","PPP","TOT","NATUSD","A","1995",717.702429,
"KOR","PPP","TOT","NATUSD","A","1996",733.769744,
"KOR","PPP","TOT","NATUSD","A","1997",750.208045,
"KOR","PPP","TOT","NATUSD","A","1998",775.06307,
"KOR","PPP","TOT","NATUSD","A","1999",754.89297,
"KOR","PPP","TOT","NATUSD","A","2000",747.736794,
"KOR","PPP","TOT","NATUSD","A","2001",756.699134,
"KOR","PPP","TOT","NATUSD","A","2002",769.77179,
"KOR","PPP","TOT","NATUSD","A","2003",791.293714,
"KOR","PPP","TOT","NATUSD","A","2004",794.711552,
"KOR","PPP","TOT","NATUSD","A","2005",788.920135,
"KOR","PPP","TOT","NATUSD","A","2006",772.216161,
"KOR","PPP","TOT","NATUSD","A","2007",770.085526,
"KOR","PPP","TOT","NATUSD","A","2008",785.717886,
"KOR","PPP","TOT","NATUSD","A","2009",828.420848,
"KOR","PPP","TOT","NATUSD","A","2010",840.991702,
"KOR","PPP","TOT","NATUSD","A","2011",854.585723,
"KOR","PPP","TOT","NATUSD","A","2012",854.887268,
"KOR","PPP","TOT","NATUSD","A","2013",869.081422,
"KOR","PPP","TOT","NATUSD","A","2014",871.878106,
"KOR","PPP","TOT","NATUSD","A","2015",857.483387,
"KOR","PPP","TOT","NATUSD","A","2016",858.809687,
"KOR","PPP","TOT","NATUSD","A","2017",872.624771,
"KOR","PPP","TOT","NATUSD","A","2018",854.871397,
"KOR","PPP","TOT","NATUSD","A","2019",856.426282,
"KOR","PPP","TOT","NATUSD","A","2020",837.610183,
"KOR","PPP","TOT","NATUSD","A","2021",853.850176,
"LUX","PPP","TOT","NATUSD","A","1960",0.917326,
"LUX","PPP","TOT","NATUSD","A","1961",0.875338,
"LUX","PPP","TOT","NATUSD","A","1962",0.889061,
"LUX","PPP","TOT","NATUSD","A","1963",0.903774,
"LUX","PPP","TOT","NATUSD","A","1964",0.939595,
"LUX","PPP","TOT","NATUSD","A","1965",0.939631,
"LUX","PPP","TOT","NATUSD","A","1966",0.94362,
"LUX","PPP","TOT","NATUSD","A","1967",0.921244,
"LUX","PPP","TOT","NATUSD","A","1968",0.922572,
